run_id,instance_id,category,official_resolved,match_mode,source_run_id,source_instance_id,source_config_id
assignment-case-v1:486cf8ad6adda774d315acdd1dc0c80f54cf60c1ef903ecb371971e4abdefa0c,django__django-11138,django/django,False,exact_run_id,assignment-case-v1:486cf8ad6adda774d315acdd1dc0c80f54cf60c1ef903ecb371971e4abdefa0c,django__django-11138,shared-baseline
assignment-case-v1:48cc94a9e8db1a52f1bb06e522d267491fb34bdbaa7775e2e86036388421d043,sympy__sympy-16792,sympy/sympy,False,exact_run_id,assignment-case-v1:48cc94a9e8db1a52f1bb06e522d267491fb34bdbaa7775e2e86036388421d043,sympy__sympy-16792,shared-baseline
assignment-case-v1:4971f980bc7bd0df4cc4fbd1551e7e5cb1628c3e13b9094c4f41c38487a677be,sympy__sympy-23413,sympy/sympy,False,exact_run_id,assignment-case-v1:4971f980bc7bd0df4cc4fbd1551e7e5cb1628c3e13b9094c4f41c38487a677be,sympy__sympy-23413,shared-baseline
assignment-case-v1:49be8faf079d7bc759d012c238ec63d60d156f2b71c863da4ec2c5b7f710be35,sympy__sympy-22456,sympy/sympy,True,exact_run_id,assignment-case-v1:49be8faf079d7bc759d012c238ec63d60d156f2b71c863da4ec2c5b7f710be35,sympy__sympy-22456,shared-baseline
assignment-case-v1:49d2aa1e13dbff4c7158583825aad0749505c80a0701f39c321bed82680d7f68,django__django-13820,django/django,False,exact_run_id,assignment-case-v1:49d2aa1e13dbff4c7158583825aad0749505c80a0701f39c321bed82680d7f68,django__django-13820,shared-baseline
assignment-case-v1:49eaed15e36d369ba42d5b2da39b2c152a537d7ae6aba1e258ab81201269559a,pylint-dev__pylint-4551,pylint-dev/pylint,False,exact_run_id,assignment-case-v1:49eaed15e36d369ba42d5b2da39b2c152a537d7ae6aba1e258ab81201269559a,pylint-dev__pylint-4551,shared-baseline
assignment-case-v1:4a8f1cec1a4c6cb15ce029139ce15ad838b7e78c35299a5fb752e4e48822a3f3,pytest-dev__pytest-8906,pytest-dev/pytest,False,exact_run_id,assignment-case-v1:4a8f1cec1a4c6cb15ce029139ce15ad838b7e78c35299a5fb752e4e48822a3f3,pytest-dev__pytest-8906,shared-baseline
assignment-case-v1:4b083fba8cd9dd3f75b3d0fbbfdacee8cf2da940d37577f71a024ed81a5e660f,mwaskom__seaborn-3010,mwaskom/seaborn,True,exact_run_id,assignment-case-v1:4b083fba8cd9dd3f75b3d0fbbfdacee8cf2da940d37577f71a024ed81a5e660f,mwaskom__seaborn-3010,shared-baseline
assignment-case-v1:4be32827950e9a1ce44a8ddb6e8bd025bcbf7b79e063308250c413d4ffc1f0d6,sympy__sympy-11618,sympy/sympy,True,exact_run_id,assignment-case-v1:4be32827950e9a1ce44a8ddb6e8bd025bcbf7b79e063308250c413d4ffc1f0d6,sympy__sympy-11618,shared-baseline
assignment-case-v1:4c1c271d383aed660d70edc39064654b95603ce6c4a7b371503cb69561695dd5,django__django-17051,django/django,False,exact_run_id,assignment-case-v1:4c1c271d383aed660d70edc39064654b95603ce6c4a7b371503cb69561695dd5,django__django-17051,shared-baseline
assignment-case-v1:4c2f7906f985ff690e4fc13336ef2d9c6637822b3cf68dcbfa59d68265ff7b15,django__django-15561,django/django,True,exact_run_id,assignment-case-v1:4c2f7906f985ff690e4fc13336ef2d9c6637822b3cf68dcbfa59d68265ff7b15,django__django-15561,shared-baseline
assignment-case-v1:4c4f725a7173e7d5b8c18e6d1c201bd7e44258e199970abbe37b86ecc25c8b2a,django__django-14787,django/django,True,exact_run_id,assignment-case-v1:4c4f725a7173e7d5b8c18e6d1c201bd7e44258e199970abbe37b86ecc25c8b2a,django__django-14787,shared-baseline
assignment-case-v1:4c5b679678a8c7b0e8034272edce3ff2fe0d35026c44de6b1a9d27bf6e2d2c23,sympy__sympy-20322,sympy/sympy,False,exact_run_id,assignment-case-v1:4c5b679678a8c7b0e8034272edce3ff2fe0d35026c44de6b1a9d27bf6e2d2c23,sympy__sympy-20322,shared-baseline
assignment-case-v1:4d47c7bf73d2f97cdf0de934aea1af1e275452222fb34372c146d68403c4a8c1,django__django-12308,django/django,False,exact_run_id,assignment-case-v1:4d47c7bf73d2f97cdf0de934aea1af1e275452222fb34372c146d68403c4a8c1,django__django-12308,shared-baseline
assignment-case-v1:4d7b41ed9ad46bbec64178e4103e68c6fedc245a75996c400808c5d9098f2e99,django__django-11964,django/django,False,exact_run_id,assignment-case-v1:4d7b41ed9ad46bbec64178e4103e68c6fedc245a75996c400808c5d9098f2e99,django__django-11964,shared-baseline
assignment-case-v1:4e42151cf3975c50edaba183aacedbb6d2b662252cc350ded7f531e42c6be978,django__django-15499,django/django,True,exact_run_id,assignment-case-v1:4e42151cf3975c50edaba183aacedbb6d2b662252cc350ded7f531e42c6be978,django__django-15499,shared-baseline
assignment-case-v1:4e562275a3f29039875cff4c13d92969eb90a6e6a81bdebf727513454f1e261d,django__django-13569,django/django,True,exact_run_id,assignment-case-v1:4e562275a3f29039875cff4c13d92969eb90a6e6a81bdebf727513454f1e261d,django__django-13569,shared-baseline
assignment-case-v1:4ea024011360708a8804b0e02bc6a378270bd23885acc0985d9e7124d3958f22,pylint-dev__pylint-4661,pylint-dev/pylint,False,exact_run_id,assignment-case-v1:4ea024011360708a8804b0e02bc6a378270bd23885acc0985d9e7124d3958f22,pylint-dev__pylint-4661,shared-baseline
assignment-case-v1:4efefb0ab50dd274ea71b10d87d7eedb3fbf7ddf68a18bb6ee3d300ad9e30864,django__django-14404,django/django,False,exact_run_id,assignment-case-v1:4efefb0ab50dd274ea71b10d87d7eedb3fbf7ddf68a18bb6ee3d300ad9e30864,django__django-14404,shared-baseline
assignment-case-v1:4f3f9a7772c58155821b55639548c2fa2d98afae67267ee232d3ce43a4f16ff0,pydata__xarray-3993,pydata/xarray,False,exact_run_id,assignment-case-v1:4f3f9a7772c58155821b55639548c2fa2d98afae67267ee232d3ce43a4f16ff0,pydata__xarray-3993,shared-baseline
assignment-case-v1:4f609114f328147e1b5073f344f94fca0716e2434806cbc74795f71a6b53489f,django__django-15400,django/django,True,exact_run_id,assignment-case-v1:4f609114f328147e1b5073f344f94fca0716e2434806cbc74795f71a6b53489f,django__django-15400,shared-baseline
assignment-case-v1:50036fd6c57ba1bf15153dc169762bba7ef2ff1970cb22f4d98506ed020e851e,django__django-13315,django/django,False,exact_run_id,assignment-case-v1:50036fd6c57ba1bf15153dc169762bba7ef2ff1970cb22f4d98506ed020e851e,django__django-13315,shared-baseline
assignment-case-v1:50c45f2de277876caae5287115a5c812d4abde60154e824ed13ee67e000b7550,django__django-14311,django/django,False,exact_run_id,assignment-case-v1:50c45f2de277876caae5287115a5c812d4abde60154e824ed13ee67e000b7550,django__django-14311,shared-baseline
assignment-case-v1:50d30918f569736120aee4f860cc173ae91113ff545ba5e89fec85c200ac8a35,sympy__sympy-17139,sympy/sympy,False,exact_run_id,assignment-case-v1:50d30918f569736120aee4f860cc173ae91113ff545ba5e89fec85c200ac8a35,sympy__sympy-17139,shared-baseline
assignment-case-v1:50d56f01076a72705aab6273a5a0c0756fa6d5f36b02e6a436fefcef15e8bac7,psf__requests-2931,psf/requests,False,exact_run_id,assignment-case-v1:50d56f01076a72705aab6273a5a0c0756fa6d5f36b02e6a436fefcef15e8bac7,psf__requests-2931,shared-baseline
assignment-case-v1:5118d3dbc4fd895ad326c917d2f4d908be5f68f816d2b07774568e4ecf33555c,django__django-14855,django/django,True,exact_run_id,assignment-case-v1:5118d3dbc4fd895ad326c917d2f4d908be5f68f816d2b07774568e4ecf33555c,django__django-14855,shared-baseline
assignment-case-v1:512cb93857a97a7cbf22dbbc844cd4832e08665bccd17325495b900737efcab7,django__django-15202,django/django,False,exact_run_id,assignment-case-v1:512cb93857a97a7cbf22dbbc844cd4832e08665bccd17325495b900737efcab7,django__django-15202,shared-baseline
assignment-case-v1:51407073ae2777a1fa29bb7b457302b1a7faf8809d755e42373d346507571117,sympy__sympy-13551,sympy/sympy,False,exact_run_id,assignment-case-v1:51407073ae2777a1fa29bb7b457302b1a7faf8809d755e42373d346507571117,sympy__sympy-13551,shared-baseline
assignment-case-v1:51c3e846206a6c49ae74c8df1b94866173c4f044cd7b49b770552ef2251f647c,scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,False,exact_run_id,assignment-case-v1:51c3e846206a6c49ae74c8df1b94866173c4f044cd7b49b770552ef2251f647c,scikit-learn__scikit-learn-14983,shared-baseline
assignment-case-v1:51c3f2cf64d4bde39c0e4aad9c516e89c7d7ea32195d1c86347aa730f58e691b,django__django-11583,django/django,True,exact_run_id,assignment-case-v1:51c3f2cf64d4bde39c0e4aad9c516e89c7d7ea32195d1c86347aa730f58e691b,django__django-11583,shared-baseline
assignment-case-v1:523286408899ca73bf07252f5ee10f7942b89376d7637511b28cdc70a08b4a79,matplotlib__matplotlib-25311,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:523286408899ca73bf07252f5ee10f7942b89376d7637511b28cdc70a08b4a79,matplotlib__matplotlib-25311,shared-baseline
assignment-case-v1:525f0d1ea300743aa07c656c53dff9ffc4f63491e17c86eaef1d7c91286838e9,psf__requests-1142,psf/requests,True,exact_run_id,assignment-case-v1:525f0d1ea300743aa07c656c53dff9ffc4f63491e17c86eaef1d7c91286838e9,psf__requests-1142,shared-baseline
assignment-case-v1:52a795f368d985eaa1279d7208177c88e95df1ebdb9b28b955c4473cf7e22a9c,pytest-dev__pytest-6116,pytest-dev/pytest,False,exact_run_id,assignment-case-v1:52a795f368d985eaa1279d7208177c88e95df1ebdb9b28b955c4473cf7e22a9c,pytest-dev__pytest-6116,shared-baseline
assignment-case-v1:53bb65871c0b28727bc3a86d235dd77ceea7ccae2e496c4e5ad20e397efb4415,django__django-15738,django/django,False,exact_run_id,assignment-case-v1:53bb65871c0b28727bc3a86d235dd77ceea7ccae2e496c4e5ad20e397efb4415,django__django-15738,shared-baseline
assignment-case-v1:554f81f81d2cd4fda5954ef93833d98e48138ed11af505781fa7d90b31218372,django__django-14351,django/django,True,exact_run_id,assignment-case-v1:554f81f81d2cd4fda5954ef93833d98e48138ed11af505781fa7d90b31218372,django__django-14351,shared-baseline
assignment-case-v1:55c11565d8b9a5ca8e35ec65c8633420a591541a3b45e638ea830259085789b4,django__django-14771,django/django,True,exact_run_id,assignment-case-v1:55c11565d8b9a5ca8e35ec65c8633420a591541a3b45e638ea830259085789b4,django__django-14771,shared-baseline
assignment-case-v1:561fe973d39e206c766c53ae77d850874774b82cd9a7534294526ae1b513d35d,django__django-16819,django/django,False,exact_run_id,assignment-case-v1:561fe973d39e206c766c53ae77d850874774b82cd9a7534294526ae1b513d35d,django__django-16819,shared-baseline
assignment-case-v1:566e748203c6e180d37592b975f5fbadef6958083af245431d25c51f67430bd4,sympy__sympy-21614,sympy/sympy,False,exact_run_id,assignment-case-v1:566e748203c6e180d37592b975f5fbadef6958083af245431d25c51f67430bd4,sympy__sympy-21614,shared-baseline
assignment-case-v1:56aeb6075ff9485d5a4b6a19cf22af6e3c281b303c1267292f2505a0c174dc57,django__django-17087,django/django,True,exact_run_id,assignment-case-v1:56aeb6075ff9485d5a4b6a19cf22af6e3c281b303c1267292f2505a0c174dc57,django__django-17087,shared-baseline
assignment-case-v1:574645239572c61a06084afbe3a8a9be574efafadb305a05078e424ef41c28bc,psf__requests-2674,psf/requests,True,exact_run_id,assignment-case-v1:574645239572c61a06084afbe3a8a9be574efafadb305a05078e424ef41c28bc,psf__requests-2674,shared-baseline
assignment-case-v1:57705f2007f3073c890cc01ff14f4c0df7e69d1d2475237cabbb7bb6d8fcd19c,django__django-16263,django/django,False,exact_run_id,assignment-case-v1:57705f2007f3073c890cc01ff14f4c0df7e69d1d2475237cabbb7bb6d8fcd19c,django__django-16263,shared-baseline
assignment-case-v1:57a081155f0d09f0a3a74df0e68cb1209c2fc76bede090cb9bc34114d237d603,sympy__sympy-21847,sympy/sympy,True,exact_run_id,assignment-case-v1:57a081155f0d09f0a3a74df0e68cb1209c2fc76bede090cb9bc34114d237d603,sympy__sympy-21847,shared-baseline
assignment-case-v1:58977c778da53d9423da3d0d3a07e59965951515309f07522a8c3650435c3207,django__django-16910,django/django,False,exact_run_id,assignment-case-v1:58977c778da53d9423da3d0d3a07e59965951515309f07522a8c3650435c3207,django__django-16910,shared-baseline
assignment-case-v1:58d3714862c61484587bd005ebbfabdcf540efadb42ff1e18f9223a843a9f565,scikit-learn__scikit-learn-15535,scikit-learn/scikit-learn,True,exact_run_id,assignment-case-v1:58d3714862c61484587bd005ebbfabdcf540efadb42ff1e18f9223a843a9f565,scikit-learn__scikit-learn-15535,shared-baseline
assignment-case-v1:59604633a272b14d29fce6c29c559ee397635d2fe45beac5d146f0d8ab79d93a,django__django-11099,django/django,True,exact_run_id,assignment-case-v1:59604633a272b14d29fce6c29c559ee397635d2fe45beac5d146f0d8ab79d93a,django__django-11099,shared-baseline
assignment-case-v1:59d4d56edccf0ae016a97ca680d7b3ec2a226e1cacf2b86ebbc1b7e394cd363a,scikit-learn__scikit-learn-25102,scikit-learn/scikit-learn,False,exact_run_id,assignment-case-v1:59d4d56edccf0ae016a97ca680d7b3ec2a226e1cacf2b86ebbc1b7e394cd363a,scikit-learn__scikit-learn-25102,shared-baseline
assignment-case-v1:5a1a02159fa58b5f4011dc8adf6c88886ba0300f0c23ffa3eb011d04a4d41e2a,django__django-13786,django/django,True,exact_run_id,assignment-case-v1:5a1a02159fa58b5f4011dc8adf6c88886ba0300f0c23ffa3eb011d04a4d41e2a,django__django-13786,shared-baseline
assignment-case-v1:5a9e1703d1f654a894bacbc5182174904d51bba8ad8550a64d92a84aa2fd62e2,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,True,exact_run_id,assignment-case-v1:5a9e1703d1f654a894bacbc5182174904d51bba8ad8550a64d92a84aa2fd62e2,scikit-learn__scikit-learn-13142,shared-baseline
assignment-case-v1:5ab50c034a3dde223c9184d0d8c8f540cb9674394ac9b855304b7ecd8420c9d0,django__django-13807,django/django,False,exact_run_id,assignment-case-v1:5ab50c034a3dde223c9184d0d8c8f540cb9674394ac9b855304b7ecd8420c9d0,django__django-13807,shared-baseline
assignment-case-v1:5ae1be7f68d7dc9579a8cbcf285d48e393225969102a72310093227bfa9a834f,django__django-15098,django/django,False,exact_run_id,assignment-case-v1:5ae1be7f68d7dc9579a8cbcf285d48e393225969102a72310093227bfa9a834f,django__django-15098,shared-baseline
assignment-case-v1:5b375dfc5f3cbfae29bc5fb3e3e844681060c7eb9a7cbdb83d28653ee17cee0d,django__django-14580,django/django,False,exact_run_id,assignment-case-v1:5b375dfc5f3cbfae29bc5fb3e3e844681060c7eb9a7cbdb83d28653ee17cee0d,django__django-14580,shared-baseline
assignment-case-v1:5be2c10ef9a810bae9039f2d3582ebd1339f3ef86dc4229f35fc492ae6f75c93,django__django-13346,django/django,False,exact_run_id,assignment-case-v1:5be2c10ef9a810bae9039f2d3582ebd1339f3ef86dc4229f35fc492ae6f75c93,django__django-13346,shared-baseline
assignment-case-v1:5c14219541f8296d1e0671dd86b43d449488925d6f1cf8a9c3f7c1942bb30f05,django__django-16139,django/django,False,exact_run_id,assignment-case-v1:5c14219541f8296d1e0671dd86b43d449488925d6f1cf8a9c3f7c1942bb30f05,django__django-16139,shared-baseline
assignment-case-v1:5c45cf5cfecbffe997ccf7a4e0aa2c154396fad56b3746d71b6affc2f6eb1ae8,django__django-14011,django/django,False,exact_run_id,assignment-case-v1:5c45cf5cfecbffe997ccf7a4e0aa2c154396fad56b3746d71b6affc2f6eb1ae8,django__django-14011,shared-baseline
assignment-case-v1:5d4c0ee2b70e5e5709271a61789f5145f96d89af709f81659e56b03d92d8af12,sympy__sympy-19487,sympy/sympy,False,exact_run_id,assignment-case-v1:5d4c0ee2b70e5e5709271a61789f5145f96d89af709f81659e56b03d92d8af12,sympy__sympy-19487,shared-baseline
assignment-case-v1:5db23e43d36ba267b068c87f7a71bdbff6262e5ed56ea9b4a607cd69e4b40476,sympy__sympy-16450,sympy/sympy,False,exact_run_id,assignment-case-v1:5db23e43d36ba267b068c87f7a71bdbff6262e5ed56ea9b4a607cd69e4b40476,sympy__sympy-16450,shared-baseline
assignment-case-v1:5dbe32d18b0a70f659393b7965497e0c1e3718f38bc8bc72db0841cac3514559,scikit-learn__scikit-learn-11578,scikit-learn/scikit-learn,True,exact_run_id,assignment-case-v1:5dbe32d18b0a70f659393b7965497e0c1e3718f38bc8bc72db0841cac3514559,scikit-learn__scikit-learn-11578,shared-baseline
assignment-case-v1:5de84268e5ec3f4000dcefb3c2b50dd51d8143799568980c1165bfe774bc6ae7,django__django-11422,django/django,False,exact_run_id,assignment-case-v1:5de84268e5ec3f4000dcefb3c2b50dd51d8143799568980c1165bfe774bc6ae7,django__django-11422,shared-baseline
assignment-case-v1:5e2f8a79a101d9605e5f970837b21ddb8c97927d73535cba8708eb8830d7810c,django__django-12774,django/django,False,exact_run_id,assignment-case-v1:5e2f8a79a101d9605e5f970837b21ddb8c97927d73535cba8708eb8830d7810c,django__django-12774,shared-baseline
assignment-case-v1:5e457c11c3bb9a945747cd925b465060768666501a2cde914a46658ade92fd77,django__django-13925,django/django,False,exact_run_id,assignment-case-v1:5e457c11c3bb9a945747cd925b465060768666501a2cde914a46658ade92fd77,django__django-13925,shared-baseline
assignment-case-v1:5e7dcac8f2047b5f3037aee1467a96facdc79350cf84aaa5bca9650288b0bf37,sympy__sympy-17655,sympy/sympy,False,exact_run_id,assignment-case-v1:5e7dcac8f2047b5f3037aee1467a96facdc79350cf84aaa5bca9650288b0bf37,sympy__sympy-17655,shared-baseline
assignment-case-v1:5eaf5e44890b026902d439f2efde3618d4e01485de435b5b245fa400e68a42f1,django__django-10924,django/django,False,exact_run_id,assignment-case-v1:5eaf5e44890b026902d439f2efde3618d4e01485de435b5b245fa400e68a42f1,django__django-10924,shared-baseline
assignment-case-v1:5ed1a38653baedd52eb8c0d0c4e73330c548709a1e59230c5b08e708a671ccfb,sphinx-doc__sphinx-9591,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:5ed1a38653baedd52eb8c0d0c4e73330c548709a1e59230c5b08e708a671ccfb,sphinx-doc__sphinx-9591,shared-baseline
assignment-case-v1:5f0c70caa22a3809a59116855fd5d4ca44fba8e33f1f42acf09c24507087cf83,pylint-dev__pylint-7080,pylint-dev/pylint,False,exact_run_id,assignment-case-v1:5f0c70caa22a3809a59116855fd5d4ca44fba8e33f1f42acf09c24507087cf83,pylint-dev__pylint-7080,shared-baseline
assignment-case-v1:5f3d5680e7e706689c1361a07dd3128185a2de4868a627a833922f17a1a2541a,django__django-15569,django/django,True,exact_run_id,assignment-case-v1:5f3d5680e7e706689c1361a07dd3128185a2de4868a627a833922f17a1a2541a,django__django-15569,shared-baseline
assignment-case-v1:5f48890d11aca76b33783bd13fa7296c21159fb29942efad506dfe73a9df7cb3,django__django-11555,django/django,False,exact_run_id,assignment-case-v1:5f48890d11aca76b33783bd13fa7296c21159fb29942efad506dfe73a9df7cb3,django__django-11555,shared-baseline
assignment-case-v1:607e6a8468d56ea61bdcb76ec9e3d7a4ec9b34e4be19318a96804302dea17e23,pydata__xarray-4629,pydata/xarray,True,exact_run_id,assignment-case-v1:607e6a8468d56ea61bdcb76ec9e3d7a4ec9b34e4be19318a96804302dea17e23,pydata__xarray-4629,shared-baseline
assignment-case-v1:60accdfaf6789e4f698fc2fdac46bf58b4c049c46b65a014c20cb7148c24734e,pylint-dev__pylint-5859,pylint-dev/pylint,False,exact_run_id,assignment-case-v1:60accdfaf6789e4f698fc2fdac46bf58b4c049c46b65a014c20cb7148c24734e,pylint-dev__pylint-5859,shared-baseline
assignment-case-v1:60e30fec882ab25dfc48e8bacfe6f3d62d55d224c31cf9bc9eb461d52874f56e,django__django-15037,django/django,False,exact_run_id,assignment-case-v1:60e30fec882ab25dfc48e8bacfe6f3d62d55d224c31cf9bc9eb461d52874f56e,django__django-15037,shared-baseline
assignment-case-v1:6255d68ceb05ea01c28f2300625a25e944b884ae643cfcacfa31be03da96476e,django__django-13028,django/django,True,exact_run_id,assignment-case-v1:6255d68ceb05ea01c28f2300625a25e944b884ae643cfcacfa31be03da96476e,django__django-13028,shared-baseline
assignment-case-v1:628eb43ce57c0cde844e8d3c2cf053f37ff3ec1007c31defa838dc66b7254468,sphinx-doc__sphinx-8474,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:628eb43ce57c0cde844e8d3c2cf053f37ff3ec1007c31defa838dc66b7254468,sphinx-doc__sphinx-8474,shared-baseline
assignment-case-v1:62a41b04d0e3c1b15b4c6de77b6e4f97a40f83974d12e8c9b6d80d2da8df8306,sympy__sympy-13915,sympy/sympy,False,exact_run_id,assignment-case-v1:62a41b04d0e3c1b15b4c6de77b6e4f97a40f83974d12e8c9b6d80d2da8df8306,sympy__sympy-13915,shared-baseline
assignment-case-v1:630fbda2df927a38dc93c70eff6e4d5ccc03b3107cb6e14fe3975bea20037206,sympy__sympy-23950,sympy/sympy,False,exact_run_id,assignment-case-v1:630fbda2df927a38dc93c70eff6e4d5ccc03b3107cb6e14fe3975bea20037206,sympy__sympy-23950,shared-baseline
assignment-case-v1:6361c1f472d9eb1f48f253fd7e6968d3a966adbc7ed02df4b29d96b655aad62c,sympy__sympy-14317,sympy/sympy,False,exact_run_id,assignment-case-v1:6361c1f472d9eb1f48f253fd7e6968d3a966adbc7ed02df4b29d96b655aad62c,sympy__sympy-14317,shared-baseline
assignment-case-v1:64829b38be6fa645f92a7d2a1ea27965d7283f8c9918058e7e6d70c915739f9a,sympy__sympy-12236,sympy/sympy,False,exact_run_id,assignment-case-v1:64829b38be6fa645f92a7d2a1ea27965d7283f8c9918058e7e6d70c915739f9a,sympy__sympy-12236,shared-baseline
assignment-case-v1:64929221fd5dfec1713e8b40bd068a43949bd00cc7ce15f53557ac394678fb5c,django__django-12708,django/django,False,exact_run_id,assignment-case-v1:64929221fd5dfec1713e8b40bd068a43949bd00cc7ce15f53557ac394678fb5c,django__django-12708,shared-baseline
assignment-case-v1:655604436d538bff15739674e9a0c01f57d71b6f12e0e1e8013314d49743489b,django__django-15467,django/django,True,exact_run_id,assignment-case-v1:655604436d538bff15739674e9a0c01f57d71b6f12e0e1e8013314d49743489b,django__django-15467,shared-baseline
assignment-case-v1:668150bc46c2f8e2ac4f8a3c53427dc5eaddfc95f377022aa288102cb8c9c6cd,scikit-learn__scikit-learn-25638,scikit-learn/scikit-learn,False,exact_run_id,assignment-case-v1:668150bc46c2f8e2ac4f8a3c53427dc5eaddfc95f377022aa288102cb8c9c6cd,scikit-learn__scikit-learn-25638,shared-baseline
assignment-case-v1:66f1f68cfb0625c9cbfb98d661c9510974eb589de2bfb2a8917ce01a1f609bea,django__django-13512,django/django,True,exact_run_id,assignment-case-v1:66f1f68cfb0625c9cbfb98d661c9510974eb589de2bfb2a8917ce01a1f609bea,django__django-13512,shared-baseline
assignment-case-v1:671f7ab8bee84225af33ed758be788b6f56f02d3b2bdebd3055356139a55d743,django__django-15789,django/django,True,exact_run_id,assignment-case-v1:671f7ab8bee84225af33ed758be788b6f56f02d3b2bdebd3055356139a55d743,django__django-15789,shared-baseline
assignment-case-v1:6731fd6cf04798649ac4d1730a2dd8bc9d4791bd7e576bc34a0cd2eb09ff8866,django__django-15554,django/django,False,exact_run_id,assignment-case-v1:6731fd6cf04798649ac4d1730a2dd8bc9d4791bd7e576bc34a0cd2eb09ff8866,django__django-15554,shared-baseline
assignment-case-v1:67da2a0809a31ffbc2a84f55268a1f9caeb8f01497d6014094b46e7fef1f019f,sympy__sympy-16792,sympy/sympy,False,exact_run_id,assignment-case-v1:67da2a0809a31ffbc2a84f55268a1f9caeb8f01497d6014094b46e7fef1f019f,sympy__sympy-16792,shared-baseline
assignment-case-v1:67eea6c14dd2f70aae50a187410eabb16398036f60c7480d53befbc15abb6abc,django__django-12113,django/django,False,exact_run_id,assignment-case-v1:67eea6c14dd2f70aae50a187410eabb16398036f60c7480d53befbc15abb6abc,django__django-12113,shared-baseline
assignment-case-v1:683ae5e2c0ab785fb2c7f8d83b3bbc4b2b26fdc468ebdcb1e245cce1432a2cd9,django__django-13658,django/django,True,exact_run_id,assignment-case-v1:683ae5e2c0ab785fb2c7f8d83b3bbc4b2b26fdc468ebdcb1e245cce1432a2cd9,django__django-13658,shared-baseline
assignment-case-v1:68442e8f5b5b4b7f0657dca5e0e7d895052d574eb1eac2439388ba801d6ed26d,django__django-16527,django/django,True,exact_run_id,assignment-case-v1:68442e8f5b5b4b7f0657dca5e0e7d895052d574eb1eac2439388ba801d6ed26d,django__django-16527,shared-baseline
assignment-case-v1:688b982a4a6c5848ae1bfdac9a3e5d2ed58a37d74201e4da95a0f3cb76dc2e44,pytest-dev__pytest-7571,pytest-dev/pytest,True,exact_run_id,assignment-case-v1:688b982a4a6c5848ae1bfdac9a3e5d2ed58a37d74201e4da95a0f3cb76dc2e44,pytest-dev__pytest-7571,shared-baseline
assignment-case-v1:68a62dbb984335b3bb6f4f920945d27c5289c14888b83b2cf93ce416e47720df,sphinx-doc__sphinx-8627,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:68a62dbb984335b3bb6f4f920945d27c5289c14888b83b2cf93ce416e47720df,sphinx-doc__sphinx-8627,shared-baseline
assignment-case-v1:68c2a0295dd4fd15f2e525afe07428e6fad89dc8ffdd8e85b5cb0c70825dd9e0,pytest-dev__pytest-11143,pytest-dev/pytest,True,exact_run_id,assignment-case-v1:68c2a0295dd4fd15f2e525afe07428e6fad89dc8ffdd8e85b5cb0c70825dd9e0,pytest-dev__pytest-11143,shared-baseline
assignment-case-v1:699ba410e683bee9c424ba0dd0b6fa3ad20f4e72e9f75abec05ace2204309905,django__django-16454,django/django,False,exact_run_id,assignment-case-v1:699ba410e683bee9c424ba0dd0b6fa3ad20f4e72e9f75abec05ace2204309905,django__django-16454,shared-baseline
assignment-case-v1:69aa1902d7a1890ae0642b3c5cc928a359aabf2a4db961c076f712f8e9560c84,pylint-dev__pylint-7080,pylint-dev/pylint,False,exact_run_id,assignment-case-v1:69aa1902d7a1890ae0642b3c5cc928a359aabf2a4db961c076f712f8e9560c84,pylint-dev__pylint-7080,shared-baseline
assignment-case-v1:69e1378ddb0df9eefaa1253dc19a3d7cab4f90c760fbeeadbe66cf35ab641d02,pylint-dev__pylint-7114,pylint-dev/pylint,True,exact_run_id,assignment-case-v1:69e1378ddb0df9eefaa1253dc19a3d7cab4f90c760fbeeadbe66cf35ab641d02,pylint-dev__pylint-7114,shared-baseline
assignment-case-v1:6a31ab633c7322a10bdc867ae475dc09e8df19d6f1e1abe288d89b554cbc1ea0,django__django-12304,django/django,True,exact_run_id,assignment-case-v1:6a31ab633c7322a10bdc867ae475dc09e8df19d6f1e1abe288d89b554cbc1ea0,django__django-12304,shared-baseline
assignment-case-v1:6a9e3d61d94cfd54bee06859dbde5528221601a3c1c156c5a3d6e26fdec0c23d,django__django-13660,django/django,False,exact_run_id,assignment-case-v1:6a9e3d61d94cfd54bee06859dbde5528221601a3c1c156c5a3d6e26fdec0c23d,django__django-13660,shared-baseline
assignment-case-v1:6afc0bc58cefe7c58b07382179dcee4d72235641cd1de82618c7e00b450c07a4,matplotlib__matplotlib-22835,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:6afc0bc58cefe7c58b07382179dcee4d72235641cd1de82618c7e00b450c07a4,matplotlib__matplotlib-22835,shared-baseline
assignment-case-v1:6ba199ef7dbc43b7d722dcb38e939796ae4f66df0d09cbcc1c9cb501a653df2d,django__django-11163,django/django,True,exact_run_id,assignment-case-v1:6ba199ef7dbc43b7d722dcb38e939796ae4f66df0d09cbcc1c9cb501a653df2d,django__django-11163,shared-baseline
